id_dieta,nome_dieta,descricao,objetivo,restricoes,alimentos_permitidos,alimentos_proibidos,calorias_diarias,macro_proteinas_g,macro_carboidratos_g,macro_gorduras_g,descricao_macro,duracao_dias,nivel_dificuldade
4851,Labore Consequuntur,Non voluptatem ab aut eaque fugiat autem reiciendis ratione dolorem ipsa.,Enim quam inventore quibusdam ex aut.,Sem alimentos industrializados,Molestias nihil minima temporibus impedit.,Corporis voluptatum non temporibus tempore provident.,2772,173,212,103,"Equilíbrio entre macros, sem alimentos processados",120,Difícil
4852,Quod Consectetur,Voluptatem numquam nulla suscipit provident ad atque odit rerum explicabo.,Facere saepe facilis.,Sem alimentos industrializados,Hic rem quibusdam laborum placeat molestiae amet.,Labore eaque non praesentium tempora ducimus facere omnis debitis.,2718,162,288,156,"Equilíbrio entre macros, sem alimentos processados",30,Difícil
4853,Totam Quis,Consequuntur minus rerum molestiae dolores ipsum hic ducimus iusto delectus quas ipsam.,Iste sint vero aliquid.,Sem alimentos processados,Ad modi vel quos repudiandae tempora.,Pariatur ipsa voluptates et provident quasi quaerat a eaque rerum magni.,1634,185,253,170,Foco em carboidratos complexos,45,Difícil
4854,Labore Sapiente,Tenetur quod eaque labore tenetur facilis tempore minima tempora omnis et.,Eum nostrum distinctio.,Sem alimentos processados,Inventore placeat amet officiis eligendi ab.,Mollitia neque iste quasi aspernatur ratione commodi corporis distinctio repellat.,2155,111,376,79,Rica em proteínas e vegetais,180,Difícil
4855,Harum Accusantium,Et cupiditate tempore at quod ex corrupti optio reiciendis mollitia.,Dolores debitis corporis voluptatem officia rem.,Sem alimentos industrializados,A eaque ut amet harum veniam animi qui maxime.,Nostrum quidem repellat eveniet eveniet nemo blanditiis maxime esse.,1567,118,360,178,Rica em proteínas e vegetais,45,Fácil
4856,Nihil Rem,Aperiam corporis ipsa dignissimos mollitia ut commodi corporis consectetur.,Cumque quia molestias nisi vero neque.,Sem alimentos industrializados,Exercitationem sit dolores totam saepe culpa ab.,Facere nobis nihil delectus illum sit iure iste architecto magni.,2258,87,187,150,"Equilíbrio entre macros, sem alimentos processados",90,Moderado
4857,Dignissimos Praesentium,Nobis modi natus voluptatem eaque eum fugiat quia ullam et assumenda minus.,Cupiditate perspiciatis quasi rerum quia excepturi.,Sem grãos e açúcares,Quae dolorum sunt debitis eaque provident incidunt itaque.,Maxime laborum voluptate sapiente rem accusamus nostrum accusamus similique.,1754,102,220,119,"Equilíbrio entre macros, rica em fibras",30,Moderado
4858,Perspiciatis Nesciunt,Ipsam ut doloremque odit recusandae alias exercitationem nulla occaecati suscipit veritatis quaerat.,Optio sit vero nemo.,Sem carnes,Nisi necessitatibus nulla illum sequi repellat.,Itaque adipisci qui assumenda iusto earum.,2647,148,74,64,"Baixo carboidrato, alta proteína e gordura",45,Moderado
4859,Odio Aut,Voluptatem ipsum sed nihil officiis quibusdam harum optio quas culpa sint enim perferendis nisi.,Tenetur asperiores occaecati nulla.,Baixo consumo de carboidratos,Saepe esse molestiae exercitationem blanditiis vel.,Voluptatem animi sapiente dolores minus ratione doloremque facilis fugit.,2551,153,200,92,Rica em proteínas e vegetais,30,Difícil
4860,Rerum A,Mollitia corporis nostrum deleniti repudiandae veritatis alias suscipit occaecati aperiam.,Saepe impedit explicabo atque.,Sem laticínios,Earum animi magni consequuntur ducimus quas.,Distinctio nam reiciendis recusandae sit cupiditate eius voluptatem.,2528,132,27,84,Rica em proteínas e vegetais,90,Fácil
4861,Veritatis Distinctio,Rerum cupiditate iusto necessitatibus consequuntur distinctio maxime ipsa.,Possimus repellendus aperiam quidem.,Sem alimentos industrializados,Facere eum fugit rerum.,Porro quasi nostrum ratione deleniti amet laborum.,1803,186,253,46,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Moderado
4862,Amet Eius,Distinctio atque id ex autem natus repudiandae dolor est non consectetur.,Temporibus voluptatem perspiciatis suscipit autem magnam.,Sem grãos e açúcares,Autem enim ea necessitatibus consequuntur harum eaque iure pariatur quaerat.,Odio voluptates non minus sint.,2675,158,152,148,Rica em proteínas e vegetais,45,Difícil
4863,Maxime Eaque,Saepe vitae nostrum dolores cumque incidunt inventore ipsa.,Atque veniam nemo nulla provident.,Sem laticínios,Quam distinctio quo omnis magnam cupiditate totam officia.,Beatae sed debitis blanditiis officia animi perspiciatis alias quis delectus.,2606,81,354,116,"Alta ingestão de carboidratos e fibras, moderada proteína",45,Fácil
4864,Adipisci Rem,Officia placeat aliquid ab recusandae iure veritatis iusto.,Exercitationem ad nemo quis.,Sem alimentos processados,Sequi quia ipsam esse repellendus voluptatibus eum vitae rem soluta.,Minus corrupti iure suscipit ipsum fuga voluptatem pariatur repellat natus.,2899,72,114,124,"Equilíbrio entre macros, sem alimentos processados",45,Fácil
4865,Nesciunt Debitis,Aspernatur error consequatur temporibus numquam unde ex.,Aspernatur pariatur autem vero vel.,Sem glúten,Id adipisci minus quasi beatae saepe ea.,Ad ullam incidunt architecto eum soluta.,2449,82,163,94,Foco em carboidratos complexos,180,Fácil
4866,Quisquam Nemo,Nulla amet illum quo quasi non repellendus esse omnis maiores ullam.,Minus illum earum animi officia mollitia.,Sem grãos e açúcares,Minima architecto excepturi quas modi expedita.,Numquam iusto veritatis occaecati quod quo.,2008,177,78,44,"Equilíbrio entre macros, rica em fibras",45,Difícil
4867,Ratione Aut,Dolore amet placeat recusandae nemo nulla tempora itaque.,Est quaerat quas repellat architecto incidunt.,Sem alimentos industrializados,Sequi neque explicabo aliquid molestias ipsam laborum necessitatibus.,Magni voluptas officia culpa reiciendis.,2642,108,48,107,Rica em proteínas e vegetais,60,Fácil
4868,Nisi Sed,Sit quam iure alias officiis nihil fuga deleniti.,Dolorem voluptatem dicta molestiae.,Sem laticínios,Dicta iusto dolorem tempore distinctio numquam eaque nulla vel maiores.,Reiciendis eveniet earum exercitationem voluptas modi.,1932,82,304,95,"Alta ingestão de carboidratos e fibras, moderada proteína",60,Moderado
4869,Unde Laudantium,Earum sit sit explicabo aut porro deserunt maiores accusantium inventore quibusdam sequi.,Quam tempore expedita minus.,Baixo consumo de carboidratos,Assumenda delectus ratione delectus molestias eius voluptatem deserunt.,Accusamus ducimus maxime dolores ipsam fugit iure.,1805,161,41,137,"Baixo carboidrato, alta proteína e gordura",180,Moderado
4870,Inventore Omnis,Distinctio placeat earum consectetur provident repellendus voluptatibus quisquam repellat beatae.,Saepe facere perspiciatis sit numquam.,Sem grãos e açúcares,Aliquid rerum eaque pariatur nemo sit.,Sed cupiditate sint recusandae voluptates id consectetur cum tempora ad.,2924,50,322,57,"Equilíbrio entre macros, rica em fibras",180,Difícil
4871,Veniam Occaecati,Placeat earum maiores hic esse nulla qui.,Doloremque in numquam.,Sem alimentos processados,Minus hic itaque repudiandae maiores odio unde eveniet aliquid odit.,Voluptatem perferendis eaque veniam reiciendis dolor officia voluptatem facilis.,2860,92,193,117,"Equilíbrio entre macros, sem alimentos processados",60,Moderado
4872,Nisi Illum,Quod porro minus mollitia natus saepe.,Ipsa asperiores veniam rem possimus beatae.,Baixo consumo de carboidratos,Incidunt libero inventore rem saepe.,Saepe est sunt mollitia nesciunt optio optio tempore sequi exercitationem.,1504,68,137,153,Foco em carboidratos complexos,30,Fácil
4873,Tenetur Mollitia,Earum quidem possimus enim totam laboriosam.,Ad minus ullam et.,Baixo consumo de carboidratos,Quisquam fugiat maxime quos nulla dicta quam.,Reprehenderit reiciendis quidem blanditiis occaecati.,2023,164,58,164,"Baixo carboidrato, alta proteína e gordura",30,Difícil
4874,Occaecati Quis,Recusandae pariatur at nulla consectetur soluta ex distinctio nulla delectus expedita.,Recusandae quidem autem odit.,Sem alimentos industrializados,Modi velit necessitatibus modi provident explicabo nemo ratione.,Velit architecto qui expedita voluptates nesciunt neque accusantium.,2981,89,296,36,"Equilíbrio entre macros, sem alimentos processados",30,Fácil
4875,Similique Nemo,Voluptatum cum minus sint fugiat dicta repellendus consectetur neque voluptas a magnam odio.,Reprehenderit quam harum eveniet iusto.,Sem laticínios,Eos quibusdam labore repellat dolorem ipsa.,Accusantium quod odio eius culpa tempora.,2857,147,151,45,"Baixo carboidrato, alta proteína e gordura",45,Fácil
4876,Inventore Maiores,Cupiditate eum excepturi quasi praesentium beatae nihil dolorum.,Laboriosam voluptatem exercitationem.,Sem glúten,Inventore doloribus repellendus voluptate eligendi quos.,Voluptate dignissimos alias fugiat tempore.,1828,176,280,35,"Baixo carboidrato, alta proteína e gordura",90,Difícil
4877,Sequi Eaque,Nihil iusto quod pariatur eum voluptate quis labore.,Praesentium placeat earum voluptatibus exercitationem totam.,Sem glúten,Numquam minima occaecati excepturi reiciendis odit debitis voluptas.,Sit porro nobis porro quaerat fugiat id dolorem hic dignissimos.,1709,90,204,163,Rica em proteínas e vegetais,45,Fácil
4878,Consequatur Minima,Nam quidem corporis veniam sed voluptatum qui omnis quos vel ad.,Laudantium incidunt vero dignissimos nostrum est.,Sem alimentos industrializados,Facilis magni veritatis nihil iste aperiam eos veniam aperiam natus.,Cum occaecati illo accusantium dolor.,1930,156,209,118,"Equilíbrio entre macros, rica em fibras",180,Fácil
4879,Odit Aspernatur,Nesciunt tempora doloribus et quo sapiente architecto expedita minima maxime ducimus repudiandae delectus.,Consequatur impedit voluptatem esse voluptatibus aperiam.,Sem grãos e açúcares,Ipsum libero cupiditate necessitatibus perferendis possimus tempora mollitia.,Illum accusantium voluptates beatae neque quibusdam voluptates blanditiis.,2805,58,186,129,Rica em proteínas e vegetais,120,Moderado
4880,Eius Voluptatibus,Harum quisquam delectus quasi iste quasi nobis accusantium labore non soluta.,Ad consequatur quidem sunt aperiam dolore.,Sem laticínios,Accusantium ab alias natus voluptatibus dolores non.,Animi quaerat dignissimos deserunt earum occaecati.,1564,54,233,71,"Equilíbrio entre macros, rica em fibras",90,Fácil
4881,Magnam Similique,Laborum nam a fuga dolorem placeat.,Maxime mollitia vero velit saepe.,Sem glúten,Ullam eaque voluptates numquam fugit voluptatem iure natus architecto error fugiat.,Placeat molestias laudantium sit repudiandae aperiam eveniet hic.,1734,200,235,109,"Equilíbrio entre macros, sem alimentos processados",30,Difícil
4882,Nulla Deserunt,Accusamus similique commodi eaque id reprehenderit soluta necessitatibus distinctio asperiores quod illum est.,Ducimus maxime at nisi.,Sem alimentos industrializados,Modi dolore labore placeat ipsam eaque.,Nemo blanditiis magnam magnam iusto iste possimus.,1802,145,52,50,"Alta gordura, baixa carb, moderada proteína",180,Difícil
4883,Maiores Ad,Incidunt similique accusamus iste sapiente quisquam a quaerat alias distinctio.,Deserunt doloribus quis pariatur dolore.,Sem glúten,Reiciendis reprehenderit consectetur sapiente unde necessitatibus error recusandae corrupti.,Recusandae mollitia vero laudantium vel velit.,2169,140,346,111,Rica em proteínas e vegetais,30,Moderado
4884,Sunt Ab,Impedit eligendi ducimus et rerum eos aut facilis.,Autem debitis possimus ratione laborum.,Sem carnes,At fugit exercitationem excepturi a itaque aspernatur.,Odio enim iste dignissimos velit voluptates tempore quod.,2626,197,49,83,"Baixo carboidrato, alta proteína e gordura",60,Moderado
4885,Quidem Tempore,Ex totam ipsam sed animi fuga voluptatibus iusto.,Eius laboriosam sunt accusamus voluptatem dignissimos.,Sem alimentos industrializados,Labore nihil ad incidunt et qui beatae aliquam minus velit.,Voluptates cumque tenetur cum praesentium voluptas beatae laudantium.,2033,135,170,111,Rica em proteínas e vegetais,120,Fácil
4886,Fuga Quidem,Nulla numquam aliquid beatae quaerat animi molestias unde ad.,Aliquid illum harum.,Sem glúten,A ab vel facilis maiores molestias doloremque.,Mollitia atque veritatis dicta veritatis similique.,2052,69,241,141,Rica em proteínas e vegetais,180,Moderado
4887,Dolores Deserunt,Repudiandae delectus labore voluptas vel reprehenderit modi veritatis provident sed ullam fuga.,Quod illo sequi quam eius.,Sem alimentos industrializados,Quis cumque aut provident sint pariatur eaque labore.,Eos aut eaque quibusdam cumque aspernatur.,2428,98,267,167,"Baixo carboidrato, alta proteína e gordura",45,Difícil
4888,Laborum Similique,Facere repellendus delectus cum fuga placeat velit.,A dolor consequuntur quibusdam enim.,Sem alimentos industrializados,Quam sapiente ipsam vero reprehenderit quibusdam.,Minima iste inventore amet quisquam distinctio occaecati impedit numquam.,2393,177,236,146,"Equilíbrio entre macros, sem alimentos processados",45,Difícil
4889,Voluptatibus Rem,Delectus soluta incidunt nihil eveniet omnis accusamus molestiae aspernatur soluta harum.,Sapiente eum delectus.,Sem glúten,Deserunt optio perferendis voluptatem dignissimos veritatis.,Ipsa fuga eos iste eveniet.,2352,65,238,61,"Equilíbrio entre macros, rica em fibras",60,Fácil
4890,Quam Asperiores,Aspernatur odio occaecati corporis quia facilis aliquid id odit beatae doloribus.,Facere eligendi nesciunt.,Sem grãos e açúcares,Odit unde dolorem quo veniam commodi praesentium nemo qui.,Nesciunt illo in sint perspiciatis maxime est non recusandae.,2599,105,228,93,"Equilíbrio entre macros, rica em fibras",180,Moderado
4891,Officiis Corporis,Consequatur sapiente aperiam illo ex nulla ad nobis.,Qui esse vero.,Sem glúten,Blanditiis quasi ratione saepe.,At inventore placeat alias quam odit alias delectus vero magnam.,2255,115,370,172,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Difícil
4892,Minus Rerum,Earum sapiente maiores maiores cum laborum at illum voluptatibus saepe.,Laborum accusantium consequatur.,Sem alimentos processados,Ratione voluptatem reiciendis molestiae nesciunt neque.,Nihil fuga adipisci sed tempore molestias vitae.,2029,112,260,121,"Alta gordura, baixa carb, moderada proteína",180,Moderado
4893,Autem Aut,Quod molestias suscipit ratione numquam cupiditate inventore nam dolor natus necessitatibus.,In doloribus veritatis id.,Sem laticínios,Minima ab corrupti illum delectus tenetur quas mollitia.,Nihil libero ducimus soluta laborum eos animi.,2077,55,151,107,"Alta gordura, baixa carb, moderada proteína",180,Fácil
4894,Vitae Maxime,Odio fugit minus rem recusandae impedit sit totam dolorum quam dolor molestiae laborum.,Cumque ad omnis corporis eos harum.,Sem alimentos processados,Reiciendis occaecati debitis repudiandae dolore ut.,Soluta modi eligendi atque praesentium corporis esse natus optio nemo.,1957,80,147,178,"Equilíbrio entre macros, rica em fibras",45,Difícil
4895,Voluptatibus Architecto,A culpa autem eveniet optio accusantium repudiandae.,Dicta occaecati iure explicabo.,Sem alimentos industrializados,Sequi doloribus placeat tempore labore.,Facere voluptatum hic doloribus beatae placeat quod.,2943,155,90,53,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Difícil
4896,Earum Dicta,Maxime libero sed eos voluptatem reprehenderit soluta officiis fugiat praesentium.,Quam aspernatur dolore omnis.,Sem grãos e açúcares,Optio magnam nulla eum dignissimos.,Illum ea eveniet excepturi dicta facilis.,2600,126,49,81,"Alta ingestão de carboidratos e fibras, moderada proteína",120,Fácil
4897,Occaecati Totam,Suscipit asperiores facilis voluptatibus nesciunt nihil quae porro animi quibusdam labore.,Libero nostrum sed.,Sem alimentos industrializados,Modi enim architecto molestiae at placeat facere iure.,Accusantium sequi vel non libero quae qui architecto asperiores saepe.,2329,89,331,78,"Equilíbrio entre macros, rica em fibras",30,Fácil
4898,Blanditiis Cupiditate,Corrupti illum iusto voluptas ut nulla consectetur.,Id officia cum.,Sem alimentos industrializados,Reprehenderit molestias perferendis ea distinctio officiis illo tenetur quaerat odit.,Sequi tempore molestias error hic.,2292,126,139,89,Rica em proteínas e vegetais,60,Moderado
