id,data_coleta,localizacao,tipo_ambiente,temperatura,umidade,ph_agua,nivel_poluição,tipo_poluento,descricao_vegetacao,fauna_observada,solos_caracteristica,descricao_impacto,responsavel_coleta,observacoes
4674,2025-08-29,"""-21.1046, -49.7241""",solo,16.1,74,,Crítico,Radioatividade,Consectetur in libero id dolorum.,Tempore recusandae laudantium magni.,"""Orgânico, rico em nutrientes""",Nobis non modi laudantium.,Laís Freitas,Fugit nihil beatae nihil iusto eius quo alias optio.
4675,2025-08-28,"""-31.2785, -72.0853""",ar,26.9,47,,Moderado,Plástico,Explicabo laboriosam eligendi nam illum.,Cumque nam.,"""Orgânico, rico em nutrientes""",Rem tempora culpa eaque porro labore laudantium.,Manuela Fonseca,Aperiam repellendus iste necessitatibus quo laudantium.
4676,2024-11-25,"""-5.6637, -48.3808""",água,28.6,54,7.1,Crítico,Metais pesados,Molestiae ipsam cumque fuga ipsa.,Sed commodi iusto.,"""Orgânico, rico em nutrientes""",Id aut natus reprehenderit deserunt deserunt quod.,Vitor Hugo Ferreira,Sunt omnis eius velit.
4677,2025-06-18,"""-20.7876, -40.9288""",água,20.7,42,6.2,Crítico,Químicos industriais,Natus nesciunt iste aspernatur quidem.,Voluptates eaque ut.,"""Orgânico, rico em nutrientes""",Tempore voluptate aperiam ipsum.,Bárbara Moura,In possimus nihil ratione qui pariatur ratione.
4678,2024-12-21,"""-23.4898, -51.1442""",solo,20.5,65,,Alto,Esgoto,Maiores dolore cumque dolorem aliquid.,Vero voluptatum error odit.,"""Arenoso, pouco fértil""",Perferendis blanditiis blanditiis cupiditate eaque recusandae non.,Henrique da Paz,Consequuntur ipsum laudantium aut qui.
4679,2025-06-30,"""-4.9879, -64.2029""",ar,16.7,52,,Baixo,,Minima adipisci ea.,Deleniti sint saepe qui itaque.,"""Rochoso, baixa permeabilidade""",Aut adipisci fugiat.,Alícia Rocha,Ut eius soluta voluptas quos praesentium.
4680,2025-05-18,"""-9.4734, -50.8638""",solo,33.0,58,,Baixo,,Quidem fuga aperiam hic quis incidunt.,Eaque officia.,"""Arenoso, pouco fértil""",Laboriosam laborum ea architecto magnam quae.,Cecília Pinto,Ab magni dolor occaecati doloribus.
4681,2025-08-20,"""-6.5703, -47.9228""",ar,20.0,58,,Baixo,,Optio deleniti enim nemo rem similique.,Iusto facere deleniti.,"""Orgânico, rico em nutrientes""",Voluptatum commodi culpa praesentium sapiente voluptates.,Mariah Leão,Eaque porro nihil facere dolorum ea.
4682,2025-05-12,"""-7.4893, -61.6533""",solo,27.6,57,,Alto,Esgoto,Voluptas hic provident laborum quae.,Mollitia beatae ea voluptatibus.,"""Argiloso, boa drenagem""",Praesentium vitae sunt quasi corporis molestias.,Valentina Nunes,Exercitationem unde vitae excepturi.
4683,2025-04-26,"""-28.0447, -56.3517""",solo,23.6,82,,Baixo,,Hic deleniti natus accusantium numquam.,Eveniet expedita.,"""Rochoso, baixa permeabilidade""",Aliquam eaque ex repellat.,Rafaela Porto,Inventore eius quidem ipsam est.
4684,2025-04-07,"""-0.2444, -40.1768""",ar,33.3,89,,Alto,Químicos industriais,Aliquid maxime quod aliquid.,Possimus nisi vel.,"""Argiloso, boa drenagem""",Ullam maiores quod officia ratione dicta magnam vel.,Cecília Aparecida,Magnam commodi eveniet repellendus libero recusandae molestiae.
4685,2025-05-01,"""3.8923, -51.7746""",ar,33.4,45,,Crítico,Metais pesados,Iure minima tenetur quae.,Accusantium repellat accusamus molestiae.,"""Argiloso, boa drenagem""",Esse atque pariatur nesciunt rerum.,Ágatha da Conceição,Accusamus dolores debitis explicabo.
4686,2025-08-30,"""-0.6927, -56.2103""",solo,24.1,46,,Crítico,Metais pesados,At dolore sunt tempore in soluta quis.,Molestiae est.,"""Rochoso, baixa permeabilidade""",Maiores praesentium quibusdam fugit tempore tempore.,Arthur Gabriel Pereira,Culpa aspernatur temporibus itaque consequatur cum eveniet blanditiis id.
4687,2025-04-23,"""-2.0189, -63.7026""",ar,25.8,63,,Baixo,,Non possimus officiis ipsa eos.,Consequatur natus eos.,"""Arenoso, pouco fértil""",Voluptate aperiam expedita possimus voluptates incidunt.,Sra. Alexia da Cruz,Iure adipisci totam ad expedita sapiente praesentium veritatis.
4688,2025-02-17,"""-25.1354, -39.0483""",ar,18.1,50,,Moderado,Esgoto,Itaque sapiente laborum aut voluptate.,Nostrum optio exercitationem quaerat.,"""Rochoso, baixa permeabilidade""",Modi voluptas corrupti quis blanditiis quod placeat.,Sr. Diogo da Mota,Tempora dicta inventore alias repellendus explicabo distinctio.
4689,2025-07-08,"""3.7158, -72.8936""",água,21.6,68,7.5,Moderado,Esgoto,Quos impedit eius earum.,Praesentium ex non.,"""Argiloso, boa drenagem""",Ut non magni deleniti.,Sofia Sales,Error atque eius explicabo sunt commodi.
4690,2025-02-18,"""-13.2128, -55.4095""",ar,31.1,80,,Moderado,Plástico,Dignissimos possimus quibusdam quo.,Reiciendis temporibus eligendi eius dolorum.,"""Argiloso, boa drenagem""",Cumque dolorum repellat vitae.,Anthony Gabriel Marques,Repellendus excepturi corporis explicabo tenetur hic in id.
4691,2025-05-08,"""-1.1153, -47.2854""",ar,30.7,76,,Alto,Plástico,Atque dignissimos impedit.,Odio quas exercitationem quae accusantium.,"""Orgânico, rico em nutrientes""",Illo doloribus eos alias doloribus veritatis minus.,Rodrigo Mendonça,Ipsam consectetur rem voluptatibus non.
4692,2025-09-19,"""3.1845, -53.6768""",água,19.8,62,7.2,Crítico,Radioatividade,Quam adipisci placeat.,Nobis et nesciunt beatae.,"""Orgânico, rico em nutrientes""",Placeat esse delectus aperiam expedita magnam vero.,Srta. Ágatha Pires,Doloremque deleniti ipsa excepturi.
4693,2025-02-14,"""3.5859, -52.5792""",água,25.3,56,6.1,Alto,Metais pesados,Voluptates magni accusantium corrupti quas.,Sint rem officia.,"""Rochoso, baixa permeabilidade""",Provident nisi dolore quisquam inventore eum dolorem.,Dra. Mariana Fogaça,Repudiandae amet id autem asperiores.
4694,2024-12-28,"""-5.8959, -73.6082""",ar,22.2,68,,Moderado,Plástico,Consequuntur dolorem ipsa id ad ipsum.,Consectetur quidem sint quos.,"""Arenoso, pouco fértil""",Quis quod magnam architecto eum dicta explicabo.,Luigi Cassiano,Nam perspiciatis nesciunt dolores eius dolorum.
4695,2025-04-27,"""-2.9251, -66.165""",água,35.0,70,6.1,Moderado,Esgoto,Earum voluptate suscipit.,Rem dignissimos distinctio.,"""Argiloso, boa drenagem""",Quaerat possimus harum eum.,Dr. Heitor Ferreira,Debitis aliquam vitae magnam non fugiat deserunt.
4696,2024-10-20,"""3.2054, -69.5663""",solo,25.7,76,,Moderado,Plástico,Ullam quasi veniam eius.,Sed quasi nisi.,"""Argiloso, boa drenagem""",Est deserunt sapiente nesciunt atque dicta.,Catarina Alves,Libero expedita fugiat temporibus occaecati minus nulla iusto eaque.
4697,2025-07-27,"""-14.3623, -65.3689""",solo,16.0,78,,Crítico,Metais pesados,Tempora temporibus dolorem optio.,Nisi doloribus repellendus.,"""Rochoso, baixa permeabilidade""",Amet placeat possimus voluptas.,Ísis da Mota,Iure nam saepe error voluptates eligendi nihil doloremque culpa.
4698,2025-02-24,"""-18.5821, -37.1126""",água,31.7,58,8.1,Baixo,,Tempora illum ea doloribus enim consectetur.,Accusantium veritatis perspiciatis optio expedita.,"""Orgânico, rico em nutrientes""",Consectetur ipsum ad nemo nobis minus repellendus.,Ana Beatriz Vieira,Fugiat non aut odit.
4699,2025-06-14,"""-30.0786, -44.7686""",solo,16.8,69,,Alto,Plástico,Amet adipisci quaerat blanditiis molestiae aspernatur.,Quam excepturi molestias soluta.,"""Arenoso, pouco fértil""",Quae recusandae inventore possimus.,Dr. Fernando Machado,Pariatur dignissimos eius odit maiores.
4700,2024-10-16,"""-27.2714, -62.4629""",solo,19.5,45,,Crítico,Pesticidas,Debitis ratione nam placeat maiores possimus.,Expedita repellat eligendi perferendis.,"""Arenoso, pouco fértil""",Assumenda asperiores dolores expedita veritatis.,Renan Souza,Impedit omnis repellat incidunt nesciunt magni dolor reiciendis ipsam.
4701,2025-03-03,"""-4.9725, -42.4822""",água,15.9,88,6.8,Alto,Metais pesados,Beatae consequatur nesciunt.,Velit mollitia.,"""Rochoso, baixa permeabilidade""",Distinctio adipisci reiciendis commodi amet provident libero.,Maria Eduarda Sales,Sequi in asperiores consequuntur culpa ratione occaecati minima.
4702,2025-07-01,"""1.4936, -71.7953""",solo,25.0,85,,Crítico,Plástico,Ipsum commodi ullam ex tempore nesciunt.,Molestias eveniet atque cumque magni.,"""Orgânico, rico em nutrientes""",Minima magni nobis impedit eaque doloribus.,Maria Alice Cardoso,Architecto adipisci incidunt veritatis fugit.
4703,2025-03-31,"""-1.8724, -49.141""",solo,15.7,63,,Alto,Esgoto,Assumenda non nesciunt perspiciatis.,Praesentium excepturi placeat veniam.,"""Argiloso, boa drenagem""",Commodi nostrum voluptates illo.,Ísis Camargo,Voluptatum occaecati rem cumque corporis tempora perferendis.
4704,2025-06-27,"""-6.364, -41.131""",solo,28.6,47,,Alto,Pesticidas,Rerum consequatur perferendis tempora sit.,Doloribus officia ipsam vero voluptatem.,"""Argiloso, boa drenagem""",Nihil repellat sit praesentium neque iste voluptates.,Anthony Gabriel Cirino,Molestiae similique suscipit iste.
4705,2025-09-04,"""-29.5811, -73.1157""",água,20.5,79,7.1,Crítico,Pesticidas,Neque similique at.,Placeat veniam iusto sed.,"""Rochoso, baixa permeabilidade""",Illo velit id quisquam delectus.,Valentim Fonseca,Voluptates odit necessitatibus aut nihil ut quas.
4706,2025-07-20,"""-6.0097, -72.1343""",água,22.3,70,7.2,Crítico,Plástico,Nisi quam omnis eveniet ipsam sequi.,Fuga ipsum reprehenderit consectetur.,"""Arenoso, pouco fértil""",Non debitis aspernatur voluptatum.,Vitória Marques,Quam dignissimos dolorum repellendus eligendi sunt delectus perspiciatis.
4707,2025-04-26,"""-4.0648, -54.1347""",ar,28.5,49,,Alto,Esgoto,Et non vitae.,Nihil quae ipsa.,"""Orgânico, rico em nutrientes""",Sapiente atque delectus nihil.,Sra. Melina Pires,Nostrum asperiores ex expedita quasi quam.
4708,2025-08-01,"""-29.5694, -39.599""",água,25.4,66,6.5,Moderado,Plástico,Officia corporis perferendis.,Consequatur ipsam placeat.,"""Rochoso, baixa permeabilidade""",Harum et omnis sequi facilis quibusdam.,Ravi Lucca Barbosa,Beatae possimus minima voluptates possimus.
4709,2025-02-05,"""-7.6611, -49.0035""",água,24.3,65,7.5,Alto,Químicos industriais,Ducimus quis dicta.,Nulla eaque iusto officia perspiciatis.,"""Orgânico, rico em nutrientes""",Deleniti cumque porro sed vel consequatur.,Camila Alves,Explicabo commodi eligendi explicabo nemo.
4710,2025-09-22,"""-10.7258, -40.0217""",solo,17.1,72,,Moderado,Metais pesados,Adipisci mollitia iusto.,Nemo asperiores.,"""Argiloso, boa drenagem""",Totam iure pariatur.,Yuri Pinto,Impedit at inventore modi.
4711,2025-08-22,"""-29.5985, -63.9059""",ar,32.0,50,,Moderado,Esgoto,Quia magnam velit incidunt veritatis consequuntur.,Nihil dolorum mollitia aspernatur fuga.,"""Argiloso, boa drenagem""",Cumque possimus sunt illo qui repudiandae ex.,Maria Sophia da Conceição,Sunt voluptates facere animi.
4712,2025-09-29,"""2.9663, -42.3436""",solo,28.1,72,,Alto,Químicos industriais,Iure quis facere.,Harum ea nulla.,"""Orgânico, rico em nutrientes""",Eum ducimus inventore similique.,Rebeca Mendes,Molestiae harum velit eligendi ipsa.
4713,2025-01-16,"""-9.0719, -37.1461""",água,17.7,84,8.0,Alto,Metais pesados,Et commodi provident officiis maiores veritatis.,Dolorem dolores.,"""Argiloso, boa drenagem""",Ullam debitis doloremque.,Heloísa Sá,Minus neque mollitia repellendus explicabo dignissimos illo.
4714,2025-04-14,"""-19.0066, -54.4338""",ar,25.6,59,,Moderado,Pesticidas,Accusantium officiis expedita sunt nesciunt molestiae.,Numquam natus est.,"""Orgânico, rico em nutrientes""",Qui ipsum iusto aspernatur possimus magni.,Srta. Anna Liz da Cruz,Voluptatibus illo reprehenderit eaque deserunt repudiandae debitis earum quibusdam.
4715,2025-07-14,"""-19.6157, -40.4161""",ar,17.0,78,,Alto,Esgoto,Sapiente tenetur tempore commodi autem a.,Amet molestias ea maiores quibusdam.,"""Argiloso, boa drenagem""",Vel tempore temporibus aut consectetur suscipit provident.,Dom Aragão,Sed a adipisci nemo.
4716,2024-12-10,"""1.2289, -46.2351""",solo,31.5,45,,Alto,Químicos industriais,Nam nisi enim.,Ut rem ab suscipit corporis.,"""Arenoso, pouco fértil""",Laborum nostrum occaecati illum.,Alícia Abreu,Corrupti facilis minus reprehenderit assumenda quis vitae.
4717,2024-10-23,"""-25.6603, -72.9136""",ar,19.9,44,,Baixo,,Harum totam id distinctio ducimus labore.,Officiis a quae.,"""Argiloso, boa drenagem""",Tempore voluptatem inventore pariatur pariatur deleniti quo.,Gael Andrade,Occaecati laudantium expedita mollitia maiores laudantium delectus commodi.
4718,2025-10-12,"""-17.9079, -57.4037""",água,25.6,88,7.4,Moderado,Metais pesados,Provident atque sint.,Voluptas quidem sed quod incidunt.,"""Arenoso, pouco fértil""",Dolorem voluptatem provident sunt et magni reiciendis.,Luiz Miguel Abreu,Perspiciatis inventore praesentium dicta.
4719,2024-12-02,"""-19.4967, -69.656""",água,33.2,59,8.4,Alto,Plástico,Inventore temporibus molestias rem quibusdam quis.,Debitis est aspernatur.,"""Arenoso, pouco fértil""",Nesciunt labore ipsam sed ipsa inventore atque odit.,Helena Carvalho,Delectus qui voluptatem cupiditate.
4720,2025-04-26,"""-31.2708, -36.7112""",ar,26.1,73,,Moderado,Pesticidas,Unde tempore non.,In suscipit cumque pariatur cupiditate.,"""Orgânico, rico em nutrientes""",Dolorum quia vitae natus.,Daniel Leão,Consequuntur ullam porro quasi facilis facilis eveniet quis.
4721,2024-11-14,"""-17.0525, -57.9775""",água,22.4,87,6.8,Alto,Químicos industriais,Vel mollitia ullam.,Sit ex facilis id.,"""Argiloso, boa drenagem""",Natus cumque cumque debitis provident earum magni.,Marina Novaes,Dolore aliquid quaerat quis nobis qui placeat.
4722,2025-01-02,"""-4.6357, -49.9625""",solo,28.4,71,,Baixo,,Ipsa numquam ad.,Id pariatur.,"""Arenoso, pouco fértil""",Quis repellat earum vitae minima blanditiis.,Bruna Macedo,Expedita aperiam rem esse.
4723,2025-09-30,"""-16.5673, -57.8897""",solo,30.2,51,,Baixo,,Odit esse quam ratione illum.,Suscipit perspiciatis natus magnam.,"""Orgânico, rico em nutrientes""",Voluptates neque magnam pariatur.,Ana Sophia da Luz,Nam fugiat quidem impedit a distinctio accusantium.
4724,2025-04-26,"""1.7777, -55.881""",solo,28.6,71,,Crítico,Radioatividade,Explicabo saepe autem odit explicabo.,Consectetur eaque corrupti debitis.,"""Orgânico, rico em nutrientes""",Mollitia vel sapiente nesciunt esse consequatur quidem.,Sr. Anthony Ferreira,Asperiores quae ratione beatae sed magni placeat porro.
4725,2025-01-19,"""2.5377, -43.434""",água,19.1,90,6.7,Alto,Esgoto,Officia mollitia facere.,Asperiores cum dolore.,"""Orgânico, rico em nutrientes""",Amet quaerat aliquid magnam.,Vinicius Abreu,Cupiditate sapiente quod voluptas atque officia.
4726,2025-06-11,"""-23.1032, -71.598""",água,19.4,79,7.7,Crítico,Esgoto,Dolorum ipsa ipsum earum non doloribus.,Sint occaecati.,"""Argiloso, boa drenagem""",Quibusdam consectetur ipsa.,Felipe Cardoso,Illo perspiciatis numquam non magnam possimus.
4727,2025-07-15,"""-11.1139, -50.9158""",solo,22.6,90,,Baixo,,Optio vitae quia in modi repudiandae.,Mollitia suscipit officia non.,"""Rochoso, baixa permeabilidade""",Atque aspernatur neque eligendi molestiae.,Arthur Cavalcante,Magni consequuntur sit est.
4728,2025-10-06,"""-8.6287, -70.7104""",água,21.5,55,6.7,Baixo,,Aut consequatur illum.,Deserunt adipisci ipsa voluptatibus.,"""Rochoso, baixa permeabilidade""",Molestias possimus fuga magni ab.,Bruna Ramos,Nihil porro corrupti similique voluptatem dignissimos eveniet esse voluptates.
4729,2024-12-31,"""-0.0233, -40.3011""",ar,28.0,82,,Baixo,,Repellat voluptatem ratione ipsa ipsum possimus.,Quidem earum voluptatem nam officia.,"""Arenoso, pouco fértil""",Explicabo et minima nemo nobis nobis facere.,Ana Julia Farias,Maxime culpa sunt velit ullam doloremque officiis.
4730,2025-08-30,"""-8.2543, -56.8767""",água,26.1,72,7.2,Crítico,Esgoto,Aut illo quis velit porro.,Ipsa repellendus dolor.,"""Orgânico, rico em nutrientes""",Impedit voluptatum nulla necessitatibus non.,Dra. Clara Jesus,Sunt rerum necessitatibus rerum doloribus.
4731,2024-11-27,"""-27.2012, -68.0267""",ar,15.8,68,,Alto,Esgoto,Sed enim nisi nulla.,Repellendus eveniet molestiae quisquam asperiores.,"""Argiloso, boa drenagem""",Rem reprehenderit itaque esse asperiores.,Otto Pires,Debitis saepe neque ex dolorem.
4732,2024-12-20,"""-16.9813, -39.2376""",ar,20.9,41,,Crítico,Pesticidas,Sed consectetur vitae quidem.,Corporis culpa numquam.,"""Rochoso, baixa permeabilidade""",Ab dolorem ut vel facilis totam.,Arthur Gabriel Casa Grande,Sunt asperiores adipisci omnis ab beatae.
4733,2025-04-16,"""-6.4797, -42.6847""",ar,25.2,75,,Crítico,Plástico,Aspernatur beatae aperiam quidem eius debitis.,Quia autem eligendi.,"""Argiloso, boa drenagem""",Deleniti recusandae tenetur molestiae.,Sr. João Lucas Aparecida,Deleniti magnam perferendis praesentium officia.
4734,2025-07-12,"""-21.3448, -67.2406""",ar,18.9,88,,Alto,Químicos industriais,Temporibus cupiditate excepturi fugit commodi voluptate.,Quisquam eaque debitis.,"""Orgânico, rico em nutrientes""",Nisi ad nam fuga officiis quidem.,Alexandre Rios,Repellat corporis cupiditate ipsum neque unde saepe.
4735,2024-12-09,"""-7.4971, -34.2917""",solo,21.0,86,,Baixo,,Eius mollitia explicabo dolorum accusantium.,Quam laudantium.,"""Orgânico, rico em nutrientes""",Labore voluptas beatae molestias esse.,Camila da Cruz,Veritatis ratione nemo error culpa.
4736,2025-03-17,"""-22.2028, -60.2535""",ar,30.7,51,,Baixo,,Assumenda aliquam at officiis accusantium dolorem.,Eaque voluptatibus.,"""Orgânico, rico em nutrientes""",Temporibus qui iusto deserunt et voluptate.,Luísa da Mota,Iste ex quo illum cum aperiam nostrum.
4737,2025-09-04,"""-27.6898, -71.6956""",água,17.6,48,7.0,Crítico,Químicos industriais,Iure dolor at numquam incidunt pariatur.,Placeat itaque repellendus consectetur.,"""Orgânico, rico em nutrientes""",Temporibus odit accusamus voluptatum.,Maria Vitória Fogaça,Ducimus voluptatem perferendis non aliquid explicabo quos omnis.
4738,2025-06-28,"""3.3487, -58.1353""",ar,21.5,69,,Moderado,Plástico,Eos incidunt illum ratione expedita.,Quod ab.,"""Rochoso, baixa permeabilidade""",Ut at aut adipisci ad.,Enzo Montenegro,Error odit quis repudiandae.
4739,2025-01-15,"""-31.8466, -40.6707""",ar,24.3,72,,Alto,Esgoto,Earum quis quasi ducimus corrupti sed.,Commodi sunt doloremque repellat.,"""Rochoso, baixa permeabilidade""",Maiores maxime nam aut.,Danilo Rios,Soluta est quisquam asperiores.
4740,2025-02-16,"""-13.6532, -69.3473""",solo,32.6,76,,Alto,Químicos industriais,Nobis odit a.,Molestias atque ad quisquam.,"""Arenoso, pouco fértil""",Iste a nam ipsa.,Sra. Maria Julia Caldeira,Suscipit harum culpa tenetur praesentium pariatur.
4741,2025-06-16,"""0.1665, -57.4603""",ar,32.1,52,,Baixo,,Aperiam inventore aspernatur odio modi quos.,Aperiam minus magni eos ea.,"""Arenoso, pouco fértil""",Dolore eum totam ducimus.,Letícia Silva,Ad ullam itaque illum.
4742,2025-03-12,"""-13.4797, -43.544""",ar,20.8,59,,Crítico,Químicos industriais,Tempora est repellat voluptates nam.,Ea est.,"""Rochoso, baixa permeabilidade""",Cupiditate dolore dolore explicabo.,Gabriela Cavalcante,Similique nobis eligendi voluptate distinctio aperiam numquam dolorum.
4743,2024-11-08,"""-24.4552, -65.5226""",água,21.8,42,8.2,Moderado,Plástico,Odio nemo quos.,Possimus assumenda dicta atque veniam.,"""Arenoso, pouco fértil""",Quas tenetur cupiditate.,Juliana Monteiro,At nobis non necessitatibus aliquam blanditiis veritatis asperiores velit.
4744,2025-06-24,"""-0.7629, -50.0911""",solo,17.3,49,,Moderado,Esgoto,Harum magnam dolore sapiente.,Quidem itaque molestias incidunt.,"""Argiloso, boa drenagem""",Natus culpa possimus veritatis sequi unde.,Ana Sophia Porto,Aspernatur dolore adipisci rerum aut labore.
